count,command,pushing_to_server_required
4047,Registered Authentication Agent,yes
4048,Registered Authentication Agent,yes
4049,session closed,no
4050,The Secret Service was already initialized,yes
4051,Removed session,no
4052,Changed attributes:,yes
4053,Accepted password for root from ,yes
4054,Removed session,no
4055,Accepted password for root from ,yes
4056,The SSH agent was already initialized,no
4057,Registered Authentication Agent,yes
4058,Registered Authentication Agent,yes
4059,The SSH agent was already initialized,no
4060,The Secret Service was already initialized,yes
4061,session opened,yes
4062,Removed session,no
4063,The SSH agent was already initialized,no
4064,Accepted password for root from ,yes
4065,Changed attributes:,yes
4066,session opened,yes
4067,session closed,no
4068,Accepted password for root from ,yes
4069,session opened,yes
4070,The Secret Service was already initialized,yes
4071,"apparmor=""DENIED""",yes
4072,is owned by root and has written permissions to anyone,yes
4073,Changed attributes:,yes
4074,Removed session,no
4075,"apparmor=""DENIED""",yes
4076,Removed session,no
4077,Changed attributes:,yes
4078,Accepted password for root from ,yes
4079,The Secret Service was already initialized,yes
4080,The Secret Service was already initialized,yes
4081,Changed attributes:,yes
4082,Removed session,no
4083,Accepted password for root from ,yes
4084,Removed session,no
4085,session closed,no
4086,The Secret Service was already initialized,yes
4087,The Secret Service was already initialized,yes
4088,is owned by root and has written permissions to anyone,yes
4089,The Secret Service was already initialized,yes
4090,Changed attributes:,yes
4091,Changed attributes:,yes
4092,session opened,yes
4093,The Secret Service was already initialized,yes
4094,"apparmor=""DENIED""",yes
4095,The Secret Service was already initialized,yes
4096,"apparmor=""DENIED""",yes
4097,Accepted password for root from ,yes
4098,session opened,yes
4099,Accepted password for root from ,yes
4100,The SSH agent was already initialized,no
4101,Accepted password for root from ,yes
4102,session closed,no
4103,is owned by root and has written permissions to anyone,yes
4104,"apparmor=""DENIED""",yes
4105,The SSH agent was already initialized,no
4106,"apparmor=""DENIED""",yes
4107,is owned by root and has written permissions to anyone,yes
4108,The SSH agent was already initialized,no
4109,session closed,no
4110,Removed session,no
4111,Changed attributes:,yes
4112,The Secret Service was already initialized,yes
4113,Accepted password for root from ,yes
4114,Removed session,no
4115,Removed session,no
4116,USER=root ; COMMAND=,yes
4117,Changed attributes:,yes
4118,Removed session,no
4119,"apparmor=""DENIED""",yes
4120,Accepted password for root from ,yes
4121,Changed attributes:,yes
4122,USER=root ; COMMAND=,yes
4123,Removed session,no
4124,The Secret Service was already initialized,yes
4125,The Secret Service was already initialized,yes
4126,is owned by root and has written permissions to anyone,yes
4127,Removed session,no
4128,The Secret Service was already initialized,yes
4129,Registered Authentication Agent,yes
4130,session opened,yes
4131,"apparmor=""DENIED""",yes
4132,session closed,no
4133,Accepted password for root from ,yes
4134,session opened,yes
4135,The SSH agent was already initialized,no
4136,"apparmor=""DENIED""",yes
4137,Accepted password for root from ,yes
4138,Removed session,no
4139,The Secret Service was already initialized,yes
4140,session closed,no
4141,Changed attributes:,yes
4142,Registered Authentication Agent,yes
4143,"apparmor=""DENIED""",yes
4144,session opened,yes
4145,session closed,no
4146,The SSH agent was already initialized,no
4147,Changed attributes:,yes
4148,session closed,no
4149,USER=root ; COMMAND=,yes
4150,Registered Authentication Agent,yes
4151,Changed attributes:,yes
4152,The Secret Service was already initialized,yes
4153,Changed attributes:,yes
4154,Accepted password for root from ,yes
4155,Removed session,no
4156,session closed,no
4157,Changed attributes:,yes
4158,Accepted password for root from ,yes
4159,The Secret Service was already initialized,yes
4160,session opened,yes
4161,session closed,no
4162,Changed attributes:,yes
4163,session opened,yes
4164,session opened,yes
4165,Changed attributes:,yes
4166,Changed attributes:,yes
4167,Registered Authentication Agent,yes
4168,Registered Authentication Agent,yes
4169,session opened,yes
4170,session closed,no
4171,Changed attributes:,yes
4172,Registered Authentication Agent,yes
4173,Accepted password for root from ,yes
4174,session opened,yes
4175,Accepted password for root from ,yes
4176,The SSH agent was already initialized,no
4177,Removed session,no
4178,session opened,yes
4179,The Secret Service was already initialized,yes
4180,is owned by root and has written permissions to anyone,yes
4181,USER=root ; COMMAND=,yes
4182,Accepted password for root from ,yes
4183,Changed attributes:,yes
4184,Removed session,no
4185,"apparmor=""DENIED""",yes
4186,The Secret Service was already initialized,yes
4187,USER=root ; COMMAND=,yes
4188,Accepted password for root from ,yes
4189,Changed attributes:,yes
4190,"apparmor=""DENIED""",yes
4191,The SSH agent was already initialized,no
4192,Accepted password for root from ,yes
4193,Registered Authentication Agent,yes
4194,"apparmor=""DENIED""",yes
4195,Removed session,no
4196,The SSH agent was already initialized,no
4197,Removed session,no
4198,The SSH agent was already initialized,no
4199,Removed session,no
4200,Removed session,no
4201,The SSH agent was already initialized,no
4202,Changed attributes:,yes
4203,Removed session,no
4204,Removed session,no
4205,USER=root ; COMMAND=,yes
4206,Accepted password for root from ,yes
4207,Changed attributes:,yes
4208,Accepted password for root from ,yes
4209,The Secret Service was already initialized,yes
4210,is owned by root and has written permissions to anyone,yes
4211,"apparmor=""DENIED""",yes
4212,Changed attributes:,yes
4213,"apparmor=""DENIED""",yes
4214,session closed,no
4215,USER=root ; COMMAND=,yes
4216,The Secret Service was already initialized,yes
4217,Changed attributes:,yes
4218,The SSH agent was already initialized,no
4219,session opened,yes
4220,The SSH agent was already initialized,no
4221,session opened,yes
4222,Registered Authentication Agent,yes
4223,session closed,no
4224,"apparmor=""DENIED""",yes
4225,is owned by root and has written permissions to anyone,yes
4226,USER=root ; COMMAND=,yes
4227,session closed,no
4228,"apparmor=""DENIED""",yes
4229,Removed session,no
4230,Removed session,no
4231,The Secret Service was already initialized,yes
4232,"apparmor=""DENIED""",yes
4233,Changed attributes:,yes
4234,"apparmor=""DENIED""",yes
4235,Changed attributes:,yes
4236,Changed attributes:,yes
4237,Removed session,no
4238,The SSH agent was already initialized,no
4239,Removed session,no
4240,is owned by root and has written permissions to anyone,yes
4241,session opened,yes
4242,The SSH agent was already initialized,no
4243,Accepted password for root from ,yes
4244,Changed attributes:,yes
4245,is owned by root and has written permissions to anyone,yes
4246,The SSH agent was already initialized,no
4247,Changed attributes:,yes
4248,session closed,no
4249,Changed attributes:,yes
4250,USER=root ; COMMAND=,yes
4251,The SSH agent was already initialized,no
4252,"apparmor=""DENIED""",yes
4253,The Secret Service was already initialized,yes
4254,The SSH agent was already initialized,no
4255,Removed session,no
4256,session opened,yes
4257,The SSH agent was already initialized,no
4258,Removed session,no
4259,session opened,yes
4260,"apparmor=""DENIED""",yes
4261,Removed session,no
4262,The Secret Service was already initialized,yes
4263,The SSH agent was already initialized,no
4264,"apparmor=""DENIED""",yes
4265,Removed session,no
4266,session closed,no
4267,Registered Authentication Agent,yes
4268,Removed session,no
4269,Removed session,no
4270,Removed session,no
4271,session closed,no
4272,Removed session,no
4273,Changed attributes:,yes
4274,Accepted password for root from ,yes
4275,"apparmor=""DENIED""",yes
4276,session closed,no
4277,Removed session,no
4278,Registered Authentication Agent,yes
4279,session opened,yes
4280,The Secret Service was already initialized,yes
4281,Registered Authentication Agent,yes
4282,session closed,no
4283,Removed session,no
4284,"apparmor=""DENIED""",yes
4285,Changed attributes:,yes
4286,session opened,yes
4287,Accepted password for root from ,yes
4288,Changed attributes:,yes
4289,"apparmor=""DENIED""",yes
4290,"apparmor=""DENIED""",yes
4291,The SSH agent was already initialized,no
4292,Removed session,no
4293,session closed,no
4294,Removed session,no
4295,session opened,yes
4296,Changed attributes:,yes
4297,The Secret Service was already initialized,yes
4298,Removed session,no
4299,Accepted password for root from ,yes
4300,Removed session,no
4301,USER=root ; COMMAND=,yes
4302,session opened,yes
4303,USER=root ; COMMAND=,yes
4304,session closed,no
4305,is owned by root and has written permissions to anyone,yes
4306,Removed session,no
4307,Removed session,no
4308,Registered Authentication Agent,yes
4309,Registered Authentication Agent,yes
4310,Removed session,no
4311,Registered Authentication Agent,yes
4312,Removed session,no
4313,"apparmor=""DENIED""",yes
4314,session opened,yes
4315,"apparmor=""DENIED""",yes
4316,Removed session,no
4317,Accepted password for root from ,yes
4318,Changed attributes:,yes
4319,The Secret Service was already initialized,yes
4320,Accepted password for root from ,yes
4321,The SSH agent was already initialized,no
4322,The Secret Service was already initialized,yes
4323,Changed attributes:,yes
4324,Registered Authentication Agent,yes
4325,Removed session,no
4326,Removed session,no
4327,Removed session,no
4328,The SSH agent was already initialized,no
4329,session opened,yes
4330,"apparmor=""DENIED""",yes
4331,Accepted password for root from ,yes
4332,"apparmor=""DENIED""",yes
4333,"apparmor=""DENIED""",yes
4334,is owned by root and has written permissions to anyone,yes
4335,Accepted password for root from ,yes
4336,Changed attributes:,yes
4337,is owned by root and has written permissions to anyone,yes
4338,Registered Authentication Agent,yes
4339,The SSH agent was already initialized,no
4340,Registered Authentication Agent,yes
4341,Accepted password for root from ,yes
4342,session opened,yes
4343,"apparmor=""DENIED""",yes
4344,Changed attributes:,yes
4345,The Secret Service was already initialized,yes
4346,Removed session,no
4347,USER=root ; COMMAND=,yes
4348,session closed,no
4349,is owned by root and has written permissions to anyone,yes
4350,Registered Authentication Agent,yes
4351,session closed,no
4352,is owned by root and has written permissions to anyone,yes
4353,Changed attributes:,yes
4354,session opened,yes
4355,Registered Authentication Agent,yes
4356,Changed attributes:,yes
4357,Changed attributes:,yes
4358,"apparmor=""DENIED""",yes
4359,session opened,yes
4360,"apparmor=""DENIED""",yes
4361,Registered Authentication Agent,yes
4362,Changed attributes:,yes
4363,session opened,yes
4364,Changed attributes:,yes
4365,Changed attributes:,yes
4366,USER=root ; COMMAND=,yes
4367,session closed,no
4368,Removed session,no
4369,"apparmor=""DENIED""",yes
4370,is owned by root and has written permissions to anyone,yes
4371,"apparmor=""DENIED""",yes
4372,"apparmor=""DENIED""",yes
4373,USER=root ; COMMAND=,yes
4374,Registered Authentication Agent,yes
4375,"apparmor=""DENIED""",yes
4376,Registered Authentication Agent,yes
4377,Removed session,no
4378,"apparmor=""DENIED""",yes
4379,Removed session,no
4380,Changed attributes:,yes
